gisaid_epi_isl,date,segment,originating_lab,submitting_lab,authors,url,date_submitted
EPI_ISL_419557,2020-02-29,genome,GA Department of Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-02
EPI_ISL_426420,2020-03-05,genome,"HI Dept. of Health, State Laboratories Division","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Uehara et al,https://www.gisaid.org,2020-04-16
EPI_ISL_426421,2020-03-07,genome,"HI Dept. of Health, State Laboratories Division","Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Uehara et al,https://www.gisaid.org,2020-04-16
EPI_ISL_424900,2020-03-07,genome,IA State Hygienic Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424899,2020-03-07,genome,IA State Hygienic Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424865,2020-03-08,genome,IA State Hygienic Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424896,2020-03-08,genome,IA State Hygienic Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424895,2020-03-08,genome,IA State Hygienic Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424898,2020-03-08,genome,IA State Hygienic Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424897,2020-03-08,genome,IA State Hygienic Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424321,2020-03-20,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-12
EPI_ISL_424322,2020-03-20,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-12
EPI_ISL_424319,2020-03-22,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-12
EPI_ISL_424318,2020-03-22,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-12
EPI_ISL_424320,2020-03-21,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-12
EPI_ISL_424315,2020-03-20,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-12
EPI_ISL_426057,2020-03-21,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426058,2020-03-24,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426059,2020-03-23,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426060,2020-03-23,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426061,2020-03-23,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426062,2020-03-24,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426063,2020-03-23,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_427166,2020-03-25,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-17
EPI_ISL_427167,2020-03-26,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-17
EPI_ISL_427169,2020-03-30,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-17
EPI_ISL_437826,2020-03-30,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_430940,2020-03-30,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-28
EPI_ISL_427170,2020-03-30,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-17
EPI_ISL_430942,2020-03-31,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-28
EPI_ISL_437828,2020-03-30,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_430947,2020-03-27,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-28
EPI_ISL_426064,2020-03-27,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426065,2020-03-27,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426066,2020-03-28,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426067,2020-03-28,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426068,2020-03-27,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_430948,2020-03-29,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-28
EPI_ISL_426069,2020-03-28,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426070,2020-03-28,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_430949,2020-03-29,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-28
EPI_ISL_430952,2020-03-28,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-28
EPI_ISL_426071,2020-03-29,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426072,2020-03-30,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426073,2020-03-27,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426074,2020-03-29,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_426075,2020-03-29,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-14
EPI_ISL_427172,2020-03-29,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-17
EPI_ISL_429599,2020-03-29,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-23
EPI_ISL_429601,2020-03-29,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-23
EPI_ISL_429610,2020-03-30,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-23
EPI_ISL_430970,2020-04-01,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-28
EPI_ISL_437830,2020-04-02,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437831,2020-04-02,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437832,2020-04-02,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437833,2020-04-03,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437834,2020-04-02,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437835,2020-04-02,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437836,2020-04-02,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437837,2020-04-02,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_437838,2020-04-02,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-05-11
EPI_ISL_444523,2020-03-17,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444587,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444588,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444589,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444590,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444591,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444592,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444593,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444594,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444595,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444596,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444597,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444598,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444599,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444600,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444601,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444602,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444524,2020-03-17,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444603,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444604,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444605,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444606,2020-03-20,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444607,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444608,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444609,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444525,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444526,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444527,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444528,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444529,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444530,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444531,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444532,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444533,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444534,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444535,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444536,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444537,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444538,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444539,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444540,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444542,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444543,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444544,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444545,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444546,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444547,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444548,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444549,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444550,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444551,2020-03-14,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444552,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444553,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444554,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444555,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444520,2020-03-17,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444556,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444557,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444558,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444559,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444560,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444561,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444562,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444564,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444565,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444566,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444567,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444568,2020-03-17,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444569,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444570,2020-03-16,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444571,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444521,2020-03-17,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444572,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444573,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444574,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444575,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444576,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444578,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444579,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444522,2020-03-17,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444580,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444581,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444582,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444583,2020-03-19,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444584,2020-03-18,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444585,2020-03-15,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_444586,2020-03-21,genome,Northwestern Memorial Hospital,Ozer Lab,Ramon Lorenzo-Redondo et al,https://www.gisaid.org,2020-05-14
EPI_ISL_422961,2020-03-13,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-12
EPI_ISL_424173,2020-03-14,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-04-12
EPI_ISL_418915,2020-03-13,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418916,2020-03-13,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418917,2020-03-14,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418918,2020-03-13,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418919,2020-03-13,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418920,2020-03-13,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-03-31
EPI_ISL_418946,2020-03-12,genome,UW Virology Lab,UW Virology Lab,Roychoudhury et al,https://www.gisaid.org,2020-03-31
EPI_ISL_404253,2020-01-21,genome,IL Department of Public Health Chicago Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Tao et al,https://www.gisaid.org,2020-01-25
EPI_ISL_410045,2020-01-28,genome,IL Department of Public Health Chicago Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-02-11
EPI_ISL_424850,2020-03-07,genome,IL Department of Public Health Chicago Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_424851,2020-03-07,genome,IL Department of Public Health Chicago Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_420790,2020-03-01,genome,Illinois Department of Public Health Chicago Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-06
EPI_ISL_420789,2020-03-01,genome,Illinois Department of Public Health Chicago Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-06
EPI_ISL_437455,2020-03-24,genome,"Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories","Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories",Holzer et al,https://www.gisaid.org,2020-05-09
EPI_ISL_437456,2020-04-06,genome,"Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories","Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories",Holzer et al,https://www.gisaid.org,2020-05-09
EPI_ISL_437458,2020-04-07,genome,"Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories","Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories",Holzer et al,https://www.gisaid.org,2020-05-09
EPI_ISL_437457,2020-04-06,genome,"Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories","Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories",Holzer et al,https://www.gisaid.org,2020-05-09
EPI_ISL_421279,2020-03-19,genome,"Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories","Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories",Holzer et al,https://www.gisaid.org,2020-04-07
EPI_ISL_421281,2020-03-19,genome,"Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories","Clinical Diagnostics Laboratory, Diagnostic & Experimental Pathology, Lilly Research Laboratories",Holzer et al,https://www.gisaid.org,2020-04-07
EPI_ISL_424866,2020-03-09,genome,IN State Department of Health Laboratory Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Li et al,https://www.gisaid.org,2020-04-13
EPI_ISL_426422,2020-03-07,genome,IN State Department of Health Laboratory Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-16
EPI_ISL_426423,2020-03-08,genome,IN State Department of Health Laboratory Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-16
EPI_ISL_426424,2020-03-09,genome,IN State Department of Health Laboratory Services,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Queen et al,https://www.gisaid.org,2020-04-16
